,ABRD
2008,195.5
2009,195.5
2010,195.5
2011,194.0
2012,193.5
2013,193.5
2014,193.5
2015,193.0
2016,193.5
2017,194.0
2018,193.5
2019,193.0
2020,192.5
2021,192.0
2022,192.0
2023,192.5
2024,192.5
2025,192.5
2026,196.0
2027,193.5
2028,194.0
2029,192.5
2030,193.0
2031,192.5
2032,192.5
2033,195.0
2034,195.0
2035,193.0
2036,201.0
2037,197.0
2038,196.5
2039,197.0
2040,196.5
2041,198.0
2042,198.5
2043,207.0
2044,269.0
2045,212.5
2046,205.5
2047,200.5
2048,201.0
2049,204.5
2050,203.5
2051,203.0
2052,202.5
2053,202.0
2054,201.0
2055,203.0
2056,201.0
2057,200.5
2058,200.0
2059,200.0
2060,199.5
2061,198.5
2062,198.5
2063,197.5
2064,196.5
2065,196.0
2066,196.5
2067,202.5
2068,202.0
2069,197.0
2070,198.0
2071,199.0
2072,197.5
2073,197.0
2074,195.5
2075,195.5
2076,195.0
2077,196.0
2078,195.0
2079,195.5
2080,195.0
2081,192.0
2082,192.0
2083,192.0
2084,194.5
2085,194.0
2086,193.0
2087,197.0
2088,195.5
2089,195.5
2090,194.5
2091,194.0
2092,193.5
2093,193.5
2094,194.5
2095,195.0
2096,194.5
2097,193.0
2098,192.5
2099,193.0
2100,193.5
2101,192.0
2102,191.5
2103,191.0
2104,191.0
2105,185.5
2106,189.0
2107,182.0
2108,165.5
2109,162.5
2110,167.0
2111,169.5
2112,172.0
2113,172.0
2114,176.5
2115,175.5
2116,171.5
2117,171.5
2118,169.0
2119,169.5
2120,174.0
2121,172.0
2122,170.5
2123,167.5
2124,167.5
2125,169.5
2126,167.5
2127,163.0
2128,146.5
2129,148.0
2130,148.0
2131,114.0
2132,114.0
2133,114.0
2134,165.5
2135,174.0
2136,175.0
2137,178.5
2138,183.5
2139,183.5
2140,173.0
2141,177.5
2142,183.5
2143,183.5
2144,178.0
2145,175.5
2146,177.5
2147,175.5
2148,173.0
2149,168.5
2150,166.0
2151,169.5
2152,178.5
2153,171.0
2154,171.0
2155,172.5
2156,177.0
2157,179.0
2158,178.5
2159,175.5
2160,176.5
2161,175.5
2162,176.0
2163,174.0
2164,173.0
2165,173.0
2166,179.5
2167,180.0
2168,179.0
2169,179.0
2170,179.0
2171,179.0
2172,173.5
2173,173.0
2174,172.5
2175,173.5
2176,172.5
2177,172.0
2178,170.0
2179,168.5
2180,170.0
2181,170.0
2182,168.0
2183,167.5
2184,168.0
2185,169.5
2186,170.0
2187,171.5
2188,169.5
2189,174.0
2190,177.5
2191,174.5
2192,174.5
2193,173.5
2194,175.5
2195,175.0
2196,175.0
2197,172.0
2198,171.5
2199,173.0
2200,172.5
2201,172.0
2202,172.5
2203,175.0
2204,172.5
2205,172.5
2206,173.5
2207,174.0
2208,173.5
2209,174.0
2210,174.0
2211,174.0
2212,173.0
2213,172.0
2214,173.0
2215,172.5
2216,173.5
2217,173.0
2218,173.5
2219,173.0
2220,173.5
2221,174.0
2222,173.0
2223,172.0
2224,173.0
2225,173.0
2226,173.5
2227,173.5
2228,173.5
2229,176.0
2230,178.5
2231,185.0
2232,183.0
2233,182.0
2234,180.0
2235,181.0
2236,181.0
2237,182.5
2238,182.0
2239,194.5
2240,192.5
2241,190.5
2242,192.5
2243,194.5
2244,193.0
2245,189.0
2246,192.0
2247,193.0
2248,192.5
2249,192.5
2250,191.0
2251,188.0
2252,192.0
2253,191.5
2254,192.5
2255,178.0
2256,178.0
2257,178.5
2258,167.0
2259,158.5
2260,165.5
2261,165.0
2262,157.5
2263,162.5
2264,167.0
2265,170.5
2266,169.5
2267,169.5
2268,166.5
2269,168.5
2270,171.0
2271,170.0
2272,171.0
2273,172.5
2274,178.0
2275,178.5
2276,177.0
2277,180.0
2278,180.0
2279,179.5
2280,181.0
2281,180.0
2282,181.5
2283,180.0
2284,181.0
2285,181.5
2286,181.0
2287,179.0
2288,181.0
2289,180.5
2290,178.0
2291,179.0
2292,180.0
2293,183.0
2294,183.0
2295,182.5
2296,181.5
2297,180.5
2298,179.5
2299,179.5
2300,180.0
2301,180.0
2302,179.5
2303,180.0
2304,201.0
2305,185.5
2306,186.5
2307,187.5
2308,192.0
2309,192.0
2310,193.0
2311,190.5
2312,187.5
2313,187.0
2314,188.5
2315,186.5
2316,184.0
2317,185.0
2318,189.0
2319,191.5
2320,190.0
2321,193.0
2322,191.5
2323,193.0
2324,200.0
2325,196.0
2326,193.5
2327,190.0
2328,193.0
2329,193.5
2330,191.0
2331,192.0
2332,194.5
2333,193.0
2334,194.5
2335,196.5
2336,195.5
2337,202.5
2338,200.0
2339,198.5
2340,198.0
2341,195.0
2342,197.5
2343,195.5
2344,197.5
2345,197.0
2346,196.0
2347,197.0
2348,201.0
2349,199.5
2350,202.0
2351,201.5
2352,205.5
2353,204.0
2354,203.0
2355,206.0
2356,204.5
2357,204.0
2358,200.5
2359,197.0
2360,198.0
2361,195.0
2362,202.5
2363,201.5
2364,199.0
2365,201.0
2366,202.5
2367,204.0
2368,205.0
2369,201.5
2370,202.5
2371,205.5
2372,205.5
2373,207.5
2374,205.0
2375,207.0
2376,208.5
2377,205.5
2378,205.0
2379,205.5
2380,204.0
2381,204.0
2382,205.0
2383,206.5
2384,206.5
2385,213.0
2386,218.0
2387,215.5
2388,216.0
2389,214.5
2390,217.0
2391,221.0
2392,252.0
2393,256.0
2394,255.5
2395,267.0
2396,260.0
2397,259.0
2398,250.0
2399,253.0
2400,259.5
2401,258.5
2402,254.5
2403,251.5
2404,255.5
2405,254.0
2406,258.5
2407,263.5
2408,259.5
2409,257.0
2410,242.5
2411,241.5
2412,251.0
2413,250.0
2414,247.0
2415,256.5
2416,261.5
2417,259.5
2418,261.0
2419,270.0
2420,284.2
2421,270.6
2422,273.8
2423,269.0
2424,271.4
2425,284.0
2426,278.4
2427,276.2
2428,278.4
2429,280.6
2430,283.0
2431,285.0
2432,280.4
2433,272.4
2434,274.8
2435,281.2
2436,279.4
2437,276.0
2438,285.0
2439,287.6
2440,285.4
2441,283.0
2442,287.8
2443,297.2
2444,326.0
2445,350.0
2446,331.2
2447,329.4
2448,331.4
2449,325.0
2450,338.0
2451,334.0
2452,333.6
2453,330.4
2454,328.0
2455,334.2
2456,335.8
2457,338.4
2458,337.8
2459,338.0
2460,338.6
2461,333.4
2462,334.0
2463,339.2
2464,335.8
2465,333.8
2466,342.6
2467,356.4
2468,356.6
2469,354.4
2470,349.8
2471,344.4
2472,345.4
2473,361.0
2474,355.8
2475,366.8
2476,353.0
2477,352.0
2478,348.0
2479,349.2
2480,349.2
2481,350.6
2482,345.4
2483,344.0
2484,332.4
2485,335.0
2486,338.0
2487,341.8
2488,343.4
2489,340.8
2490,337.4
2491,339.2
2492,343.0
2493,339.2
2494,350.4
2495,349.6
2496,347.2
2497,354.6
2498,351.0
2499,348.4
2500,333.0
2501,337.8
2502,332.2
2503,336.6
2504,334.0
2505,327.4
2506,335.8
2507,319.8
2508,313.4
2509,314.0
2510,308.8
2511,313.0
2512,312.6
2513,312.2
2514,319.6
2515,321.0
2516,324.6
2517,322.4
2518,318.0
2519,314.4
2520,310.4
2521,308.4
2522,305.2
2523,304.0
2524,298.2
2525,292.8
2526,298.2
2527,304.8
2528,300.0
2529,299.8
2530,297.0
2531,292.8
2532,293.2
2533,293.0
2534,291.0
2535,288.6
2536,289.0
2537,293.4
2538,291.2
2539,291.2
2540,291.2
2541,293.4
2542,296.6
2543,300.4
2544,301.4
2545,300.6
2546,294.2
2547,290.4
2548,271.6
2549,291.4
2550,300.8
2551,297.0
2552,299.6
2553,293.6
2554,295.0
2555,289.0
2556,288.6
2557,286.8
2558,281.8
2559,284.4
2560,276.4
2561,275.0
2562,259.8
2563,252.0
2564,238.8
2565,238.0
2566,242.4
2567,240.8
2568,242.2
2569,253.4
2570,247.0
2571,252.6
2572,263.8
2573,256.4
2574,268.2
2575,272.0
2576,281.2
2577,287.8
2578,283.8
2579,271.0
2580,262.2
2581,263.4
2582,272.2
2583,269.6
2584,267.4
2585,271.0
2586,273.2
2587,276.8
2588,274.8
2589,274.2
2590,274.0
2591,275.4
2592,275.6
2593,275.6
2594,272.8
2595,273.8
2596,275.0
2597,276.8
2598,274.2
2599,274.4
2600,278.0
2601,288.8
2602,288.6
2603,282.2
2604,281.6
2605,283.2
2606,281.0
2607,284.2
2608,278.8
2609,275.8
2610,267.4
2611,268.8
2612,269.8
2613,276.6
2614,271.0
2615,271.0
2616,264.8
2617,254.0
2618,255.4
2619,261.8
2620,266.0
2621,271.0
2622,264.4
2623,260.0
2624,256.0
2625,257.4
2626,260.4
2627,260.0
2628,260.2
2629,259.8
2630,259.0
2631,255.4
2632,255.6
2633,255.0
2634,257.2
2635,257.0
2636,259.0
2637,254.0
2638,254.2
2639,256.0
2640,255.8
2641,254.8
2642,254.2
2643,279.2
2644,278.6
2645,279.6
2646,281.0
2647,278.6
2648,283.2
2649,280.6
2650,297.8
2651,294.2
2652,290.2
2653,300.4
2654,295.6
2655,296.4
2656,293.6
2657,290.8
2658,299.6
2659,300.2
2660,300.6
2661,293.8
2662,297.2
2663,297.4
2664,296.2
2665,296.2
2666,293.2
2667,293.0
2668,301.2
2669,296.2
2670,296.0
2671,299.0
2672,304.2
2673,308.2
2674,312.8
2675,307.0
2676,303.0
2677,298.0
2678,294.2
2679,296.4
2680,291.8
2681,286.0
2682,273.2
2683,276.6
2684,267.4
2685,270.2
2686,262.4
2687,259.0
2688,271.2
2689,269.0
2690,269.8
2691,277.0
2692,279.0
2693,275.4
2694,269.2
2695,274.8
2696,272.6
2697,266.2
2698,257.0
2699,263.4
2700,262.2
2701,266.8
2702,263.6
2703,269.6
2704,268.8
2705,265.8
2706,266.2
2707,267.4
2708,266.8
2709,259.8
2710,258.4
2711,253.0
2712,236.6
2713,220.2
2714,229.4
