,VRSB
149,14.5
150,14.5
151,14.5
152,14.5
153,14.5
154,14.5
155,14.5
156,14.5
157,14.5
158,14.5
159,14.5
160,14.5
161,14.5
162,14.5
163,16.0
164,16.0
165,17.440000534057617
166,17.440000534057617
167,17.440000534057617
168,17.440000534057617
169,17.440000534057617
170,17.440000534057617
171,17.440000534057617
172,17.440000534057617
173,17.440000534057617
174,17.440000534057617
175,17.440000534057617
176,17.440000534057617
177,17.440000534057617
178,17.440000534057617
179,17.440000534057617
180,17.440000534057617
181,17.440000534057617
182,17.440000534057617
183,17.440000534057617
184,17.440000534057617
185,17.440000534057617
186,17.440000534057617
187,17.440000534057617
188,17.440000534057617
189,17.440000534057617
190,17.440000534057617
191,17.440000534057617
192,17.440000534057617
193,17.440000534057617
194,17.440000534057617
195,17.440000534057617
196,18.0
197,18.0
198,18.0
199,18.0
200,18.0
201,18.0
202,23.600000381469727
203,23.600000381469727
204,23.600000381469727
205,23.600000381469727
206,23.600000381469727
207,23.600000381469727
208,23.600000381469727
209,23.600000381469727
210,23.600000381469727
211,23.600000381469727
212,23.600000381469727
213,23.600000381469727
214,23.600000381469727
215,15.0
216,15.0
217,15.0
218,15.0
219,15.0
220,15.0
221,15.0
222,15.0
223,15.0
224,15.0
225,15.0
226,15.0
227,15.0
228,15.0
229,15.0
230,17.0
231,17.0
232,17.0
233,17.0
234,17.0
235,17.0
236,17.0
237,17.0
238,19.0
239,19.0
240,19.0
241,19.0
242,19.0
243,19.0
244,19.0
245,19.0
246,19.0
247,19.0
248,19.0
249,17.0
250,19.0
251,19.0
252,19.0
253,19.0
254,19.0
255,19.0
256,19.0
257,19.0
258,19.0
259,19.0
260,19.0
261,19.0
262,19.0
263,19.0
264,19.0
265,19.0
266,19.0
267,19.0
268,19.0
269,19.0
270,19.0
271,19.0
272,19.0
273,19.0
274,19.0
275,19.0
276,19.0
277,19.0
278,19.0
279,17.75
280,17.75
281,17.75
282,17.75
283,17.75
284,17.75
285,17.75
286,17.75
287,12.0
288,12.0
289,12.25
290,16.350000381469727
291,14.0
292,12.100000381469727
293,12.100000381469727
294,12.100000381469727
295,12.100000381469727
296,12.100000381469727
297,16.0
298,16.0
299,16.0
300,16.0
301,16.0
302,16.0
303,11.5
304,11.5
305,11.5
306,11.5
307,11.5
308,18.149999618530273
309,19.0
310,19.0
311,19.0
312,19.0
313,19.0
314,19.0
315,19.0
316,19.0
317,19.0
318,19.0
319,19.0
320,19.0
321,19.0
322,16.0
323,16.0
324,16.0
325,22.0
326,22.549999237060547
327,22.549999237060547
328,16.0
329,16.0
330,16.0
331,16.0
332,16.0
333,16.0
334,16.0
335,16.0
336,16.0
337,16.0
338,16.0
339,16.0
340,16.0
341,16.0
342,16.0
343,16.0
344,16.0
345,16.0
346,16.0
347,16.0
348,16.0
349,16.0
350,16.0
351,16.0
352,16.0
353,16.0
354,16.0
355,16.0
356,16.0
357,16.0
358,16.0
359,16.0
360,16.0
361,16.0
362,16.0
363,16.0
364,16.0
365,16.0
366,16.0
367,16.0
368,16.0
369,16.0
370,16.0
371,16.0
372,16.0
373,16.0
374,16.0
375,16.0
376,16.0
377,16.0
378,14.0
379,14.0
380,14.0
381,14.0
382,14.0
383,14.0
384,14.0
385,14.0
386,14.0
387,14.0
388,14.0
389,14.0
390,14.0
391,14.0
392,14.0
393,14.0
394,14.0
395,14.0
396,14.0
397,14.0
398,14.0
399,12.300000190734863
400,12.300000190734863
401,12.300000190734863
402,12.300000190734863
403,12.300000190734863
404,12.300000190734863
405,12.300000190734863
406,12.300000190734863
407,12.300000190734863
408,12.300000190734863
409,12.300000190734863
410,12.300000190734863
411,12.300000190734863
412,12.300000190734863
413,12.300000190734863
414,12.300000190734863
415,12.300000190734863
416,12.300000190734863
417,12.300000190734863
418,12.300000190734863
419,12.300000190734863
420,12.300000190734863
421,12.300000190734863
422,12.300000190734863
423,12.300000190734863
424,12.300000190734863
425,12.300000190734863
426,12.300000190734863
427,12.300000190734863
428,12.300000190734863
429,12.300000190734863
430,12.300000190734863
431,12.300000190734863
432,12.300000190734863
433,12.300000190734863
434,12.300000190734863
435,12.300000190734863
436,12.300000190734863
437,12.300000190734863
438,12.300000190734863
439,12.300000190734863
440,12.300000190734863
441,12.300000190734863
442,12.300000190734863
443,12.300000190734863
444,12.300000190734863
445,12.300000190734863
446,12.300000190734863
447,16.0
448,16.0
449,16.0
450,16.0
451,16.0
452,16.0
453,16.0
454,16.0
455,16.0
456,16.0
457,16.0
458,16.0
459,16.0
460,16.0
461,16.0
462,16.0
463,16.0
464,16.0
465,16.0
466,16.0
467,16.0
468,16.0
469,16.0
470,16.0
471,16.0
472,19.049999237060547
473,19.049999237060547
474,19.049999237060547
475,19.049999237060547
476,19.049999237060547
477,19.049999237060547
478,19.049999237060547
479,19.049999237060547
480,19.049999237060547
